2025-03-25 11:54:20,022 INFO, inst,timestamp,timestamp, position,pnl
2025-03-25 11:54:20,122 INFO, Short condition met
2025-03-25 11:54:20,133 INFO, Target hit on SHORT side
2025-03-25 11:54:20,185 INFO, Long condition met
2025-03-25 11:54:20,189 INFO, Target hit on LONG side
2025-03-25 11:54:20,209 INFO, Long condition met
2025-03-25 11:54:20,218 INFO, Target hit on LONG side
2025-03-25 11:54:20,223 INFO, Short condition met
2025-03-25 11:54:20,228 INFO, Target hit on SHORT side
2025-03-25 11:54:20,237 INFO, Long condition met
2025-03-25 11:54:20,245 INFO, Target hit on LONG side
2025-03-25 11:54:20,319 INFO, Long condition met
2025-03-25 11:54:20,334 INFO, Target hit on LONG side
2025-03-25 11:54:20,497 INFO, Short condition met
2025-03-25 11:54:20,503 INFO, Target hit on SHORT side
2025-03-25 11:54:20,519 INFO, Long condition met
2025-03-25 11:54:20,541 INFO, Target hit on LONG side
2025-03-25 11:54:20,651 INFO, Long condition met
2025-03-25 11:54:20,663 INFO, Short condition met
2025-03-25 11:54:20,778 INFO, Long condition met
2025-03-25 11:54:20,783 INFO, Target hit on LONG side
2025-03-25 11:54:22,303 INFO, Short condition met
2025-03-25 11:54:22,305 INFO, Target hit on SHORT side
2025-03-25 11:54:23,263 INFO, Short condition met
2025-03-25 11:54:23,274 INFO, Target hit on SHORT side
